id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
341,Science,What is the boiling point of water at sea level in Celsius?,90°C,95°C,100°C,105°C,C,Water boils at 100°C or 212°F at sea level,Easy
343,Math,What is the quadratic formula discriminant?,b² - 4ac,b² + 4ac,-b ± √(b² - 4ac),2a,A,The discriminant b² - 4ac determines the nature of quadratic equation roots,Medium
345,Technology,What is the maximum character limit for a Tweet on Twitter/X?,140,280,500,1000,B,Twitter increased the character limit from 140 to 280 in 2017,Easy
346,Science,What type of animal is a Komodo dragon?,Snake,Lizard,Crocodile,Dinosaur,B,The Komodo dragon is the largest living species of lizard,Easy
349,Math,What is the value of π (pi) to two decimal places?,3.12,3.14,3.16,3.18,B,Pi is approximately 3.14159... rounded to 3.14,Easy
350,Technology,What does VPN stand for?,Virtual Private Network,Virtual Public Network,Verified Private Network,Virtual Protected Network,A,VPN stands for Virtual Private Network providing secure internet connections,Easy
351,Science,How many chambers does a human heart have?,2,3,4,5,C,The human heart has four chambers: two atria and two ventricles,Easy
353,Sports,How many rings are on the Olympic flag?,3,4,5,6,C,The Olympic flag has 5 interlocking rings representing the continents,Easy
355,Technology,What does CSS stand for in web development?,Computer Style Sheets,Cascading Style Sheets,Creative Style Sheets,Coded Style Sheets,B,CSS stands for Cascading Style Sheets used for styling web pages,Easy
356,Science,What determines the color of a star?,Temperature,Size,Age,Distance,A,A star's surface temperature determines its color spectrum,Easy
358,Math,What is the square root of 144?,10,11,12,13,C,The square root of 144 is 12 since 12 × 12 = 144,Easy
360,Technology,What year was YouTube founded?,2004,2005,2006,2007,B,YouTube was founded in February 2005 by three former PayPal employees,Easy
361,Science,What is the process by which plants make their own food?,Respiration,Photosynthesis,Fermentation,Digestion,B,Photosynthesis converts light energy into chemical energy in plants,Easy
364,Math,What is the name of a polygon with 8 sides?,Hexagon,Heptagon,Octagon,Nonagon,C,An octagon is a polygon with 8 sides,Easy
365,Technology,Which company developed the Android operating system?,Apple,Google,Microsoft,Samsung,B,Google developed Android though it was initially created by Android Inc,Easy
366,Science,What is the study of fungi called?,Fungology,Mycology,Biology,Botanology,B,Mycology is the branch of biology concerned with the study of fungi,Medium
368,Sports,How many players are on a soccer team on the field?,9,10,11,12,C,Soccer teams have 11 players on the field including the goalkeeper,Easy
370,Technology,What does IoT stand for?,Internet of Technology,Internet of Things,Integrated Online Technology,Internal Operating Technology,B,IoT stands for Internet of Things referring to connected smart devices,Easy
371,Science,What vitamin is produced when skin is exposed to sunlight?,Vitamin A,Vitamin C,Vitamin D,Vitamin E,C,The body produces Vitamin D when skin is exposed to UV light,Easy
373,Math,What is 15% of 200?,15,20,25,30,D,15% of 200 is 30 (0.15 × 200 = 30),Easy
375,Technology,What does RAM stand for in computers?,Random Access Memory,Read Access Memory,Rapid Access Memory,Real Active Memory,A,RAM stands for Random Access Memory used for temporary data storage,Easy
376,Science,What element has the chemical symbol Fe?,Fluorine,Iron,Fermium,Francium,B,Fe is the chemical symbol for Iron from its Latin name ferrum,Easy
379,Math,What is the factorial of 5 (5!)?,60,100,120,150,C,5! = 5 × 4 × 3 × 2 × 1 = 120,Medium
380,Technology,Which social media platform is known for disappearing messages?,Instagram,Snapchat,TikTok,WhatsApp,B,Snapchat pioneered the concept of disappearing messages and stories,Easy
381,Science,How many bones are in an adult human body?,186,206,226,246,B,An adult human has 206 bones after some fuse during growth,Easy
383,Sports,In which sport would you perform a slam dunk?,Football,Baseball,Basketball,Volleyball,C,A slam dunk is a basketball shot where the ball is thrust through the hoop,Easy
385,Technology,What programming language was developed by Sun Microsystems?,Python,Java,C#,Ruby,B,Java was developed by Sun Microsystems in 1995,Easy
386,Science,What gas makes up about 21% of Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon,B,Oxygen comprises approximately 21% of Earth's atmosphere,Easy
388,Math,What is the next number in the Fibonacci sequence: 0 1 1 2 3 5 8?,11,12,13,14,C,The Fibonacci sequence adds the two previous numbers: 5 + 8 = 13,Medium
390,Technology,What does HTTPS stand for?,Hyper Text Transfer Protocol Secure,High Transfer Technology Protocol Secure,Hyper Text Technical Protocol Secure,Home Text Transfer Protocol Secure,A,HTTPS stands for Hyper Text Transfer Protocol Secure,Easy
391,Science,What is the hardest natural substance on Earth?,Graphite,Quartz,Diamond,Titanium,C,Diamond is the hardest naturally occurring substance,Easy
394,Math,What is the area of a circle with radius 5?,15.7,25π,31.4,78.5,B,Area of a circle is πr² so with radius 5 it's 25π or about 78.5,Medium
395,Technology,Which company created the Go programming language?,Facebook,Google,Microsoft,Amazon,B,Google created the Go programming language in 2009,Medium
396,Science,What force keeps planets in orbit around the sun?,Magnetic force,Centrifugal force,Gravity,Nuclear force,C,Gravity is the force that keeps planets orbiting the sun,Easy
398,Sports,How many Grand Slam tennis tournaments are there per year?,3,4,5,6,B,There are 4 Grand Slam tournaments: Australian Open French Open Wimbledon and US Open,Easy
400,Technology,What does AI stand for?,Automated Intelligence,Artificial Intelligence,Advanced Intelligence,Applied Intelligence,B,AI stands for Artificial Intelligence,Easy
401,Science,What is the chemical symbol for water?,HO,H₂O,OH₂,H₂O₂,B,Water has the chemical formula H₂O meaning two hydrogen atoms and one oxygen,Easy
403,Math,What is sin(90°)?,0,0.5,1,-1,C,The sine of 90 degrees equals 1,Medium
405,Technology,What was the first cryptocurrency?,Ethereum,Bitcoin,Litecoin,Dogecoin,B,Bitcoin was the first cryptocurrency created in 2009,Easy
406,Science,What organelle is responsible for cellular respiration?,Chloroplast,Mitochondria,Nucleus,Ribosome,B,Mitochondria perform cellular respiration to produce ATP energy,Easy
409,Math,What is the logarithm base 10 of 1000?,2,3,4,5,B,log₁₀(1000) = 3 because 10³ = 1000,Medium
410,Technology,Which company owns LinkedIn?,Google,Microsoft,Facebook,Amazon,B,Microsoft acquired LinkedIn in 2016 for $26.2 billion,Easy
411,Science,At what temperature does water freeze in Fahrenheit?,0°F,32°F,100°F,212°F,B,Water freezes at 32°F or 0°C,Easy
413,Sports,What is the maximum score in ten pin bowling?,200,250,300,350,C,A perfect game in bowling is 300 points (12 strikes),Easy
415,Technology,What does PDF stand for?,Portable Document Format,Personal Document File,Print Document Format,Public Document File,A,PDF stands for Portable Document Format created by Adobe,Easy
416,Science,What planet has the most moons?,Earth,Mars,Jupiter,Saturn,D,Saturn has 146 known moons as of 2023,Medium
418,Math,What is the sum of all angles in a hexagon?,540°,720°,900°,1080°,B,Sum of angles in a hexagon is (6-2) × 180° = 720°,Medium
420,Technology,Which programming language uses indentation instead of brackets?,Java,Python,JavaScript,C++,B,Python uses indentation to define code blocks instead of brackets,Easy
421,Science,What is the most common blood type?,A+,B+,O+,AB+,C,O positive is the most common blood type globally,Medium
424,Math,What is the value of the golden ratio approximately?,1.414,1.618,2.718,3.142,B,The golden ratio (phi) is approximately 1.618,Medium
425,Technology,What year was WhatsApp founded?,2007,2008,2009,2010,C,WhatsApp was founded in 2009 by former Yahoo employees,Medium
426,Science,How many chromosomes do humans typically have?,23,46,48,92,B,Humans typically have 46 chromosomes in 23 pairs,Easy
428,Sports,How many holes are played in a standard round of golf?,9,12,18,36,C,A standard round of golf consists of 18 holes,Easy
430,Technology,What does URL stand for?,Universal Resource Locator,Uniform Resource Locator,United Resource Link,Uniform Resource Link,B,URL stands for Uniform Resource Locator,Easy
431,Science,What is the closest star to Earth after the Sun?,Alpha Centauri,Proxima Centauri,Sirius,Betelgeuse,B,Proxima Centauri is the nearest star at 4.24 light years away,Medium
433,Math,What is 3³ + 4³?,75,81,91,125,C,3³ + 4³ = 27 + 64 = 91,Medium
435,Technology,What does VR stand for?,Virtual Reality,Video Recording,Visual Rendering,Virtual Racing,A,VR stands for Virtual Reality,Easy
436,Science,What type of electromagnetic radiation has the shortest wavelength?,Radio waves,Microwaves,X-rays,Gamma rays,D,Gamma rays have the shortest wavelength in the electromagnetic spectrum,Medium
439,Math,What is the perimeter of a square with side length 7?,21,28,35,49,B,Perimeter of a square is 4 times the side length: 4 × 7 = 28,Easy
440,Technology,"Which tech company's motto was ""Don't be evil""?",Apple,Google,Microsoft,Facebook,B,"Google famously used ""Don't be evil"" as its motto",Easy
441,Science,What type of chemical reaction builds complex molecules from simpler ones?,Catabolism,Anabolism,Hydrolysis,Oxidation,B,Anabolism builds complex molecules requiring energy input,Easy
443,Technology,What does blockchain technology create?,Central database,Distributed ledger,Cloud storage,Email system,B,Blockchain creates a distributed ledger of transactions,Medium
444,Science,What mechanism explains why similar structures appear in unrelated species?,Homology,Convergent evolution,Divergent evolution,Genetic drift,B,Convergent evolution produces similar traits in unrelated lineages,Easy
446,Math,What is the value of cos(180°)?,-1,0,1,Undefined,A,cos(180°) = -1,Medium
448,Sports,How many points is a free throw worth in basketball?,1,2,3,4,A,A free throw is worth 1 point in basketball,Easy
450,Technology,What does MVP stand for in software development?,Most Valuable Player,Minimum Viable Product,Maximum Value Protocol,Main Virtual Platform,B,MVP stands for Minimum Viable Product in software development,Easy
451,Technology,"What social media platform was originally called ""The Facebook""?",Instagram,Facebook,Twitter,LinkedIn,B,"Facebook was originally called ""The Facebook"" when launched at Harvard in 2004",Easy
452,Science,What is the rarest blood type?,O negative,AB negative,Rh-null,B negative,C,Rh-null blood is the rarest type found in fewer than 50 people worldwide,Hard
454,Math,What is the cube root of 27?,3,4,5,9,A,The cube root of 27 is 3 because 3³ = 27,Easy
457,Technology,What does NFT stand for?,Non-Fungible Token,New Financial Technology,Network File Transfer,Non-Financial Transaction,A,NFT stands for Non-Fungible Token used in digital ownership,Easy
458,Science,How many hearts does an octopus have?,1,2,3,4,C,An octopus has three hearts - two pump blood to the gills and one to the body,Medium
459,Sports,What is the diameter of a basketball hoop in inches?,16,18,20,22,B,A basketball hoop has a diameter of 18 inches,Medium
462,Math,What is the standard form of a quadratic equation?,ax + b = 0,ax² + bx + c = 0,ax³ + bx² + cx + d = 0,a/x + b = 0,B,The standard form of a quadratic equation is ax² + bx + c = 0,Easy
463,Technology,Which company owns WhatsApp?,Amazon,Meta,Google,Microsoft,B,Meta (formerly Facebook) acquired WhatsApp in 2014,Easy
465,Science,What percentage of the human body is water?,50%,60%,70%,80%,B,The human body is approximately 60% water,Easy
468,Math,What is 25% of 80?,15,20,25,30,B,25% of 80 is 20 (0.25 × 80 = 20),Easy
469,Technology,What programming language is named after a type of coffee?,Java,Python,Ruby,Pearl,A,Java programming language is named after Java coffee,Easy
470,Science,What is the freezing point of water in Celsius?,0°C,32°C,100°C,212°C,A,Water freezes at 0 degrees Celsius,Easy
472,Sports,How many minutes is a soccer match without extra time?,60,80,90,120,C,A standard soccer match is 90 minutes split into two 45-minute halves,Easy
474,Technology,What does 5G stand for?,Fifth Generation,Five Gigabytes,Fast Generation,Five Gigahertz,A,5G stands for Fifth Generation wireless technology,Easy
475,Science,What organ produces insulin?,Liver,Pancreas,Kidney,Stomach,B,The pancreas produces insulin to regulate blood sugar,Easy
477,Math,What is the reciprocal of 1/4?,4,1/4,2,1/2,A,The reciprocal of 1/4 is 4 (flip the fraction),Easy
480,Technology,What does FAQ stand for?,Frequently Asked Questions,Fast Access Queue,File Access Query,First Asked Questions,A,FAQ stands for Frequently Asked Questions,Easy
481,Science,How many taste buds does the average human have?,1000,5000,10000,20000,C,The average human has about 10000 taste buds,Medium
483,Math,What is the slope of a horizontal line?,1,0,-1,Undefined,B,A horizontal line has a slope of 0,Easy
