id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
151,Math,Gauss fonksiyonunun Fourier dönüşümü nedir?,Başka bir Gauss,Sinc fonksiyonu,Delta fonksiyonu,Üstel fonksiyon,A,Bir Gauss fonksiyonunun Fourier dönüşümü başka bir Gauss fonksiyonudur,Hard
152,Science,Güçlü kütle çekim alanlarında zamanın genişlemesine neden olan etkinin adı nedir?,Özel görelilik,Genel görelilik,Yerçekimsel zaman genişlemesi,Lorentz dönüşümü,C,Yerçekimi zaman genişlemesi güçlü yerçekimi alanlarında meydana gelir,Hard
153,Art,"""Las Meninas"" tablosunu kim çizmiştir?",Francisco Goya,Diego Velázquez,El Greco,Pablo Picasso,B,"Diego Velázquez, 1656'da Las Meninas'ı resmetti",Hard
154,Technology,SSL ne anlama geliyor?,Güvenli Yuva Katmanı,Güvenli Yuva Katmanı,Güvenlik Soket Katmanı,Güvenli Sistem Katmanı,A,"SSL, Güvenli Yuva Katmanı anlamına gelir",Hard
155,Science,Stratosfer ile mezosfer arasındaki sınırın adı nedir?,Tropopoz,Stratopoz,Mezopoz,Termopoz,B,"Stratopoz, stratosfer ile mezosfer arasındaki sınırdır",Hard
156,Math,Tüm 3x3 matrislerin vektör uzayının boyutu nedir?,6,8,9,12,C,3×3 matrislerin uzayı 9 boyutludur (3×3 = 9 bileşen),Hard
157,Science,Elektromanyetik kuvveti taşıyan parçacığın adı nedir?,Foton,Gluon,W bozonu,Graviton,A,Fotonlar elektromanyetik kuvvetin kuvvet taşıyıcılarıdır,Hard
158,Art,Sivri kemerler ve uçan payandaların hakim olduğu mimari tarz hangisidir?,Romanesk,Gotik,Barok,Rönesans,B,Gotik mimaride sivri kemerler ve uçan payandalar bulunur,Hard
159,Science,Ağır atom çekirdeklerinin daha hafif atom çekirdeklerine parçalanması olayına ne ad verilir?,Nükleer füzyon,Nükleer fisyon,Radyoaktif bozunma,Beta bozunumu,B,"Nükleer fisyon, ağır atom çekirdeklerinin daha hafif çekirdeklere bölünmesidir",Hard
160,Math,dy/dx = y diferansiyel denkleminin çözümü nedir?,y = e^x + C,y = Ce^x,y = x + C,y = Cx,B,dy/dx = y denkleminin çözümü y = Ce^x'tir.,Hard
161,Science,Kuantum mekaniği ile genel göreliliği birleştiren teorik çerçevenin adı nedir?,Sicim teorisi,Döngü kuantum yerçekimi,M-teorisi,Her şeyin teorisi,A,Sicim teorisi kuantum mekaniği ile genel göreliliği birleştirmeye çalışır,Hard
162,Art,New York'taki Guggenheim Müzesi'ni kim tasarladı?,Frank Lloyd Wright,Le Corbusier,Mies van der Rohe,Frank Gehry,A,"Frank Lloyd Wright, New York'taki Guggenheim Müzesi'ni tasarladı",Hard
163,Science,Yer çekimini sağlayan teorik parçacığın adı nedir?,Graviton,Higgs bozonu,Foton,Gluon,A,"Graviton, kütle çekim kuvvetini ileten teorik parçacıktır",Hard
164,Math,[[1 2] [3 4]] matrisinin karakteristik polinomu nedir?,λ²-5λ-2,λ²-5λ+2,λ²+5λ-2,λ²+5λ+2,A,Karakteristik polinom det(A-λI) = λ²-5λ-2'dir,Hard
165,Science,Kara deliğin etrafındaki uzay ve zamanın ciddi şekilde bozulduğu bölgenin adı nedir?,Foton küresi,Ergosfer,Olay ufku,Schwarzschild yarıçapı,B,"Ergosfer, uzay-zamanın dönen bir kara delik etrafında sürüklendiği bölgedir",Hard
166,Art,"""Uzaydaki Kuş"" heykelini hangi sanatçı yapmıştır?",Henry Moore,Alberto Giacometti,Constantin Brâncuși,Alexander Calder,C,Constantin Brâncuși Uzaydaki Kuş heykelini yarattı,Hard
167,Science,Parçacıkların enerji bariyerlerini aşarak tünelleme yapması olayına ne ad verilir?,Kuantum tünelleme,Dalga-parçacık ikiliği,Belirsizlik ilkesi,Kuantum dolanıklığı,A,"Kuantum tünelleme, parçacıkların enerji bariyerlerinden geçmesine olanak tanır",Hard
168,Math,Torusun cinsi nedir?,0,1,2,3,B,Bir torusun cinsi 1'dir (bir delik),Hard
169,Science,Dünya'nın dış çekirdeği ile iç çekirdeği arasındaki sınırın adı nedir?,Gutenberg kopukluğu,Mohorovičić kesintisi,Lehmann süreksizliği,Conrad süreksizliği,C,Lehmann süreksizliği dış ve iç çekirdeği ayırır,Hard
170,Art,"""Venüs'ün Doğuşu"" tablosunu kim çizmiştir?",Leonardo da Vinci,Michelangelo,Sandro Botticelli,Raphael,C,"Sandro Botticelli, Venüs'ün Doğuşu tablosunu 1485 civarında çizdi",Hard
171,Science,Teorik minimum sıcaklığın adı nedir?,Mutlak sıfır,Kelvin sıfır,Termal denge,Kritik nokta,A,"Mutlak sıfır, 0 Kelvin'deki teorik minimum sıcaklıktır",Hard
172,Math,Cantor kümesinin Hausdorff boyutu nedir?,0,1,günlük(2)/günlük(3),2,C,Cantor kümesinin Hausdorff boyutu log(2)/log(3)'tür,Hard
173,Science,Işığın kütleli cisimlerin çekim alanı tarafından bükülmesiyle oluşan etkinin adı nedir?,Yerçekimi merceklenmesi,Kırmızıya kayma,Maviye dönüş,Paralaks,A,"Kütle çekimsel merceklenme, ışığın büyük kütleli nesneler tarafından bükülmesidir",Hard
174,Art,Sidney Opera Binası'nı kim tasarladı?,Frank Lloyd Wright,Le Corbusier,Jørn Utzon,Frank Gehry,C,Jørn Utzon Sidney Opera Binası'nı tasarladı,Hard
175,Technology,Web geliştirmede kullanımıyla bilinen ve Brendan Eich tarafından yaratılan programlama dili hangisidir?,Python,JavaScript,Yakut,PHP,B,"JavaScript, 1995 yılında Brendan Eich tarafından oluşturuldu ve web geliştirme için olmazsa olmazdır",Easy
176,Science,Işığın boşluktaki hızı nedir?,Saniyede 186000 mil,Saniyede 299792 kilometre,Saniyede 300000 kilometre,Saniyede 186282 mil,D,Işığın vakumdaki hızı yaklaşık olarak saniyede 186282 mil veya saniyede 299792458 metredir,Medium
177,Math,x²'nin türevi nedir?,X,2x,x²,2,B,x²'nin x'e göre türevi kuvvet kuralı kullanılarak 2x'tir,Easy
178,Technology,API ne anlama geliyor?,Gelişmiş Programlama Arayüzü,Uygulama Programlama Arayüzü,Otomatik Süreç Entegrasyonu,Uygulama Süreci Arayüzü,B,"API, farklı yazılımların birbirleriyle iletişim kurmasını sağlayan Uygulama Programlama Arayüzü anlamına gelir",Easy
179,Science,Hücrenin enerji santrali nedir?,Çekirdek,Ribozom,Mitokondri,Golgi aygıtı,C,Mitokondriler hücrenin ATP enerjisinin çoğunu üretir,Easy
180,Sports,Oyun sırasında her takımda basketbol sahasında kaç oyuncu bulunur?,4,5,6,7,B,"Basketbol, ​​sahada her takımda 5 oyuncuyla oynanır",Easy
181,Technology,TikTok uluslararası olarak hangi yıl piyasaya sürüldü?,2016,2017,2018,2019,C,"TikTok, 2018 yılında Musical.ly ile birleşerek uluslararası alanda faaliyete geçti",Easy
182,Science,Sofra tuzunun kimyasal formülü nedir?,NaCl,KCl,CaCl₂,MgCl₂,A,"Sofra tuzu, NaCl formülüne sahip sodyum klorürdür",Easy
183,Math,Karmaşık sayılarda i² nedir?,-1,1,0,Ben,A,"Karmaşık sayılarda i, i² = -1 olan sanal birimdir",Medium
184,Technology,GPU ne anlama geliyor?,Genel İşlem Birimi,Grafik İşlem Birimi,Grafik Performans Birimi,Oyun İşleme Birimi,B,"GPU, grafikleri işlemek için kullanılan Grafik İşleme Birimi anlamına gelir",Easy
185,Science,Dünya atmosferinde en bol bulunan gaz hangisidir?,Oksijen,Karbondioksit,Azot,Argon,C,"Azot, Dünya atmosferinin yaklaşık %78'ini oluşturur",Easy
186,Math,e (Euler sayısı)'nın değeri yaklaşık olarak nedir?,2.618,2.718,3.142,1.618,B,Euler sayısı e yaklaşık olarak 2.71828'dir,Medium
187,Science,DNA ne anlama geliyor?,Deoksiribonükleik asit,Dioksiribonükleik asit,Deoksinükleik asit,Deoksiriboz nükleik asit,A,"DNA, genetik bilgiyi taşıyan Deoksiribonükleik asit anlamına gelir",Easy
188,Technology,Instagram'ın sahibi hangi şirkettir?,Twitter,Meta,Google,Microsoft,B,Meta (eski adıyla Facebook) 2012 yılında Instagram'ı satın aldı,Easy
189,Sports,Amerikan futbolunda bir touchdown kaç puan değerindedir?,3,6,7,9,B,Amerikan futbolunda bir gol 6 puan değerindedir,Easy
190,Science,25°C'deki saf suyun pH değeri nedir?,6,6.5,7,7.5,C,Saf suyun 25°C'de nötr pH'ı 7'dir,Easy
191,Math,Bir üçgenin açılarının toplamı kaçtır?,90 derece,180 derece,270 derece,360 derece,B,Herhangi bir üçgenin tüm açılarının toplamı her zaman 180 derecedir,Easy
192,Technology,HTML ne anlama geliyor?,Hiper Metin İşaretleme Dili,Yüksek Teknoloji Modern Dil,Hyper Transfer İşaretleme Dili,Ana Araç İşaretleme Dili,A,"HTML, web sayfaları oluşturmak için kullanılan Hiper Metin İşaretleme Dili anlamına gelir",Easy
193,Science,Kızıl Gezegen olarak bilinen gezegen hangisidir?,Venüs,Mars,Jüpiter,Satürn,B,"Mars, yüzeyindeki demir oksit nedeniyle Kızıl Gezegen olarak adlandırılır",Easy
194,Math,2'nin 10'uncu kuvveti kaçtır?,512,1024,2048,4096,B,2¹⁰ 1024'e eşittir,Easy
195,Technology,Makine öğrenimi ve veri bilimi alanında bilinen programlama dili hangisidir?,JavaScript,Python,C++,Cava,B,"Python, makine öğrenimi ve veri bilimi için en popüler dildir",Easy
196,Science,Maddenin en küçük birimi nedir?,Molekül,Atom,Kuark,Elektron,C,"Kuarklar, protonları ve nötronları oluşturan bilinen en küçük parçacıklardır",Hard
197,Sports,Bir maraton kaç mil uzunluğundadır?,20.1,22.5,26.2,30.0,C,"Bir maraton 26,2 mil veya 42,195 kilometredir",Easy
198,Technology,iPhone ilk olarak hangi yıl piyasaya sürüldü?,2005,2006,2007,2008,C,"İlk iPhone, Apple tarafından 2007 yılında piyasaya sürüldü",Easy
199,Science,Suyun deniz seviyesinde kaynama noktası kaç santigrat derecedir?,90°C,95°C,100°C,105°C,C,Su deniz seviyesinde 100°C veya 212°F'de kaynar,Easy
200,Math,İkinci dereceden denklemin diskriminant formülü nedir?,b² - 4ac,b² + 4ac,-b ± √(b² - 4ac),2a,A,"Ayırıcı b² - 4ac, ikinci dereceden denklem köklerinin doğasını belirler",Medium
201,Technology,Twitter/X'te bir Tweet'in maksimum karakter sınırı nedir?,140,280,500,1000,B,"Twitter, 2017 yılında karakter sınırını 140'tan 280'e çıkardı",Easy
202,Science,Komodo ejderi ne tür bir hayvandır?,Yılan,Kertenkele,Timsah,Dinozor,B,"Komodo ejderi, yaşayan en büyük kertenkele türüdür",Easy
203,Math,π (pi) sayısının iki ondalık basamağa kadar değeri nedir?,3.12,3.14,3.16,3.18,B,Pi sayısı yaklaşık olarak 3.14159'dur... 3.14'e yuvarlanır,Easy
204,Technology,VPN ne anlama geliyor?,Sanal Özel Ağ,Sanal Kamu Ağı,Doğrulanmış Özel Ağ,Sanal Korumalı Ağ,A,"VPN, güvenli internet bağlantıları sağlayan Sanal Özel Ağ anlamına gelir",Easy
205,Science,İnsan kalbi kaç odacıklıdır?,2,3,4,5,C,İnsan kalbinin dört odası vardır: iki kulakçık ve iki karıncık,Easy
206,Sports,Olimpiyat bayrağında kaç halka vardır?,3,4,5,6,C,Olimpiyat bayrağında kıtaları temsil eden 5 adet iç içe geçmiş halka bulunmaktadır.,Easy
207,Technology,Web geliştirmede CSS ne anlama gelir?,Bilgisayar Stil Sayfaları,Basamaklı Stil Sayfaları,Yaratıcı Stil Sayfaları,Kodlanmış Stil Sayfaları,B,"CSS, web sayfalarını biçimlendirmek için kullanılan Basamaklı Stil Sayfaları anlamına gelir",Easy
208,Science,Bir yıldızın rengini ne belirler?,Sıcaklık,Boyut,Yaş,Mesafe,A,Bir yıldızın yüzey sıcaklığı onun renk spektrumunu belirler,Easy
209,Math,144 sayısının karekökü nedir?,10,11,12,13,C,144'ün karekökü 12'dir çünkü 12 × 12 = 144,Easy
210,Technology,YouTube hangi yıl kuruldu?,2004,2005,2006,2007,B,"YouTube, Şubat 2005'te üç eski PayPal çalışanı tarafından kuruldu",Easy
211,Science,Bitkilerin kendi besinlerini üretme süreci nasıldır?,Solunum,Fotosentez,Fermantasyon,Sindirim,B,"Fotosentez, bitkilerde ışık enerjisini kimyasal enerjiye dönüştürür",Easy
212,Math,8 kenarı olan çokgenin adı nedir?,Altıgen,Yedigen,Sekizgen,Nonagon,C,"Sekizgen, 8 kenarı olan bir çokgendir",Easy
213,Technology,Android işletim sistemini hangi şirket geliştirdi?,Elma,Google,Microsoft,SAMSUNG,B,"Android, başlangıçta Android Inc tarafından yaratılmış olsa da Google tarafından geliştirilmiştir.",Easy
214,Science,Mantarları inceleyen bilim dalına ne ad verilir?,Mantar bilimi,Mikoloji,Biyoloji,Botanik,B,"Mikoloji, mantarların incelenmesiyle ilgilenen biyoloji dalıdır",Medium
215,Sports,Bir futbol takımında sahada kaç oyuncu bulunur?,9,10,11,12,C,Futbol takımlarında kaleci dahil sahada 11 oyuncu bulunur,Easy
216,Technology,IoT ne anlama geliyor?,Teknolojinin İnterneti,Nesnelerin İnterneti,Entegre Çevrimiçi Teknoloji,Dahili İşletim Teknolojisi,B,"IoT, bağlı akıllı cihazları ifade eden Nesnelerin İnterneti anlamına gelir",Easy
217,Science,Güneş ışığına maruz kalındığında cilt hangi vitamini üretir?,A vitamini,C vitamini,D vitamini,E vitamini,C,Cilt UV ışığına maruz kaldığında vücut D vitamini üretir,Easy
218,Math,200'ün %15'i kaçtır?,15,20,25,30,D,"200'ün %15'i 30'dur (0,15 × 200 = 30)",Easy
219,Technology,Bilgisayarlarda RAM ne anlama gelir?,Rastgele Erişimli Bellek,Okuma Erişim Belleği,Hızlı Erişim Belleği,Gerçek Aktif Bellek,A,"RAM, geçici veri depolama için kullanılan Rastgele Erişimli Bellek anlamına gelir",Easy
220,Science,Kimyasal sembolü Fe olan element hangisidir?,Florin,Ütü,Fermium,Fransiyum,B,"Fe, Latince adı ferrum olan Demir'in kimyasal sembolüdür",Easy
221,Math,5'in (5!) faktöriyeli nedir?,60,100,120,150,C,5! = 5 × 4 × 3 × 2 × 1 = 120,Medium
222,Technology,Hangi sosyal medya platformu kaybolan mesajlarla tanınıyor?,Instagram,Snapchat,TikTok,WhatsApp,B,"Snapchat, kaybolan mesajlar ve hikayeler konseptine öncülük etti",Easy
223,Science,Yetişkin bir insan vücudunda kaç kemik vardır?,186,206,226,246,B,Yetişkin bir insanda büyüme sırasında oluşan bir kaynaşmadan sonra 206 kemik bulunur,Easy
224,Sports,Hangi spor dalında smaç basardınız?,Futbol,Beyzbol,Basketbol,Voleybol,C,"Slam dunk, topun çemberin içinden geçirilerek atıldığı bir basketbol vuruşudur",Easy
225,Technology,Sun Microsystems hangi programlama dilini geliştirdi?,Python,Cava,C#,Yakut,B,"Java, 1995 yılında Sun Microsystems tarafından geliştirildi",Easy
226,Science,Dünya atmosferinin yaklaşık %21'ini hangi gaz oluşturur?,Azot,Oksijen,Karbondioksit,Argon,B,"Oksijen, Dünya atmosferinin yaklaşık %21'ini oluşturur",Easy
227,Math,Fibonacci dizisindeki bir sonraki sayı nedir: 0 1 1 2 3 5 8?,11,12,13,14,C,Fibonacci dizisi önceki iki sayıyı toplar: 5 + 8 = 13,Medium
228,Technology,HTTPS ne anlama geliyor?,Hiper Metin Aktarım Protokolü Güvenli,Yüksek Transfer Teknolojisi Protokolü Güvenli,Hiper Metin Teknik Protokolü Güvenli,Ana Sayfa Metin Aktarım Protokolü Güvenli,A,"HTTPS, Hyper Text Transfer Protocol Secure'un kısaltmasıdır",Easy
229,Science,Dünyanın en sert doğal maddesi nedir?,Grafit,Kuvars,Elmas,Titanyum,C,"Elmas, doğada bulunan en sert maddedir",Easy
230,Math,Yarıçapı 5 olan bir dairenin alanı nedir?,15.7,25π,31.4,78.5,B,"Bir dairenin alanı πr²'dir, yani yarıçapı 5 olduğunda 25π veya yaklaşık 78,5'tir.",Medium
231,Technology,Go programlama dilini hangi şirket yarattı?,Facebook,Google,Microsoft,Amazon,B,"Google, Go programlama dilini 2009 yılında oluşturdu",Medium
232,Science,Gezegenleri Güneş'in yörüngesinde tutan kuvvet nedir?,Manyetik kuvvet,Merkezkaç kuvveti,Yer çekimi,Nükleer kuvvet,C,"Yerçekimi, gezegenlerin Güneş etrafında dönmesini sağlayan kuvvettir",Easy
233,Sports,Yılda kaç Grand Slam tenis turnuvası düzenleniyor?,3,4,5,6,B,"4 Grand Slam turnuvası vardır: Avustralya Açık, Fransa Açık, Wimbledon ve ABD Açık",Easy
234,Technology,Yapay zeka ne anlama geliyor?,Otomatik Zeka,Yapay Zeka,Gelişmiş Zeka,Uygulamalı Zeka,B,"AI, Yapay Zeka anlamına gelir",Easy
235,Science,Suyun kimyasal sembolü nedir?,HO,H₂O,OH₂,H₂O₂,B,"Suyun kimyasal formülü H₂O'dur, yani iki hidrojen atomu ve bir oksijen atomu",Easy
236,Math,Günah(90°) nedir?,0,"0,5",1,-1,C,90 derecenin sinüsü 1'e eşittir,Medium
237,Technology,İlk kripto para hangisiydi?,Ethereum,Bitcoin,Litecoin,Dogecoin,B,"Bitcoin, 2009 yılında yaratılan ilk kripto para birimiydi",Easy
238,Science,Hücresel solunumdan sorumlu organel hangisidir?,Kloroplast,Mitokondri,Çekirdek,Ribozom,B,Mitokondriler ATP enerjisi üretmek için hücresel solunum gerçekleştirir,Easy
239,Math,1000'in 10 tabanındaki logaritması nedir?,2,3,4,5,B,log₁₀(1000) = 3 çünkü 10³ = 1000,Medium
240,Technology,LinkedIn hangi şirkete aittir?,Google,Microsoft,Facebook,Amazon,B,"Microsoft, 2016 yılında LinkedIn'i 26,2 milyar dolara satın aldı",Easy
241,Science,Fahrenheit cinsinden su kaç derecede donar?,0°F,32°F,100°F,212°F,B,Su 32°F veya 0°C'de donar,Easy
242,Sports,On pin bowling oyununda en yüksek puan kaçtır?,200,250,300,350,C,Bowling'de mükemmel bir oyun 300 puandır (12 strike),Easy
243,Technology,PDF ne anlama geliyor?,Taşınabilir Belge Biçimi,Kişisel Belge Dosyası,Belge Formatını Yazdır,Kamu Belgesi Dosyası,A,"PDF, Adobe tarafından oluşturulan Taşınabilir Belge Biçimi anlamına gelir",Easy
244,Science,Hangi gezegenin en çok uydusu vardır?,Toprak,Mars,Jüpiter,Satürn,D,Satürn'ün 2023 itibarıyla 146 bilinen uydusu var,Medium
245,Math,Altıgenin tüm açılarının toplamı kaçtır?,540°,720°,900°,1080°,B,Altıgenin açılarının toplamı (6-2) × 180° = 720°'dir,Medium
246,Technology,Hangi programlama dili parantez yerine girinti kullanır?,Cava,Python,JavaScript,C++,B,"Python, parantez yerine kod bloklarını tanımlamak için girinti kullanır",Easy
247,Science,En yaygın kan grubu hangisidir?,A+,B+,O+,AB+,C,"0 pozitif, dünya çapında en yaygın kan grubudur",Medium
248,Math,Altın oranın değeri yaklaşık olarak nedir?,1.414,1.618,2.718,3.142,B,"Altın oran (phi) yaklaşık olarak 1,618'dir",Medium
249,Technology,WhatsApp hangi yıl kuruldu?,2007,2008,2009,2010,C,"WhatsApp, 2009 yılında eski Yahoo çalışanları tarafından kuruldu",Medium
250,Science,İnsanlarda genellikle kaç kromozom bulunur?,23,46,48,92,B,İnsanlarda genellikle 23 çift halinde 46 kromozom bulunur,Easy
251,Sports,Standart bir golf turunda kaç delik oynanır?,9,12,18,36,C,Standart bir golf turu 18 delikten oluşur,Easy
252,Technology,URL ne anlama geliyor?,Evrensel Kaynak Bulucu,Tekdüzen Kaynak Bulucu,Birleşik Kaynak Bağlantısı,Tekdüzen Kaynak Bağlantısı,B,"URL, Tekdüzen Kaynak Bulucu anlamına gelir",Easy
253,Science,Güneş'ten sonra Dünya'ya en yakın yıldız hangisidir?,Alfa Centauri,Proxima Centauri,Sirius,Betelgeuse,B,"Proxima Centauri, 4,24 ışık yılı uzaklıktaki en yakın yıldızdır",Medium
254,Math,3³ + 4³ kaçtır?,75,81,91,125,C,3³ + 4³ = 27 + 64 = 91,Medium
255,Technology,VR ne anlama geliyor?,Sanal Gerçeklik,Video Kaydı,Görsel İşleme,Sanal Yarış,A,"VR, Sanal Gerçeklik anlamına gelir",Easy
256,Science,Hangi elektromanyetik radyasyon türünün dalga boyu en kısadır?,Radyo dalgaları,Mikrodalgalar,X-ışınları,Gama ışınları,D,Gama ışınları elektromanyetik spektrumdaki en kısa dalga boyuna sahiptir,Medium
257,Math,Kenar uzunluğu 7 olan karenin çevresi kaçtır?,21,28,35,49,B,Bir karenin çevresi kenar uzunluğunun 4 katıdır: 4 × 7 = 28,Easy
258,Technology,"Hangi teknoloji şirketinin sloganı ""Kötü olma""dır?",Elma,Google,Microsoft,Facebook,B,"Google'ın sloganı ""Kötü olma"" idi",Easy
259,Science,Daha basit moleküllerden karmaşık moleküller oluşturan kimyasal tepkime türü hangisidir?,Katabolizma,Anabolizma,Hidroliz,Oksidasyon,B,"Anabolizma, enerji girişi gerektiren karmaşık moleküller oluşturur",Easy
260,Technology,Blockchain teknolojisi ne yaratıyor?,Merkezi veritabanı,Dağıtılmış defter,Bulut depolama,E-posta sistemi,B,"Blockchain, işlemlerin dağıtılmış bir defterini oluşturur",Medium
261,Science,Benzer yapıların ilgisiz türlerde ortaya çıkmasını açıklayan mekanizma nedir?,Homoloji,Yakınsak evrim,Iraksak evrim,Genetik sürüklenme,B,"Yakınsak evrim, ilgisiz soylarda benzer özellikler üretir",Easy
262,Math,Cos(180°)'nin değeri nedir?,-1,0,1,Tanımsız,A,cos(180°) = -1,Medium
263,Sports,Basketbolda serbest atış kaç sayı değerindedir?,1,2,3,4,A,Basketbolda serbest atış 1 sayı değerindedir,Easy
264,Technology,Yazılım geliştirmede MVP ne anlama geliyor?,En Değerli Oyuncu,Minimum Uygulanabilir Ürün,Maksimum Değer Protokolü,Ana Sanal Platform,B,"MVP, yazılım geliştirmede Minimum Uygulanabilir Ürün anlamına gelir",Easy
265,Technology,"Başlangıçta ""Facebook"" olarak adlandırılan sosyal medya platformu hangisidir?",Instagram,Facebook,Twitter,LinkedIn,B,"Facebook, 2004 yılında Harvard'da piyasaya sürüldüğünde başlangıçta ""Facebook"" olarak adlandırılıyordu",Easy
266,Science,En nadir bulunan kan grubu hangisidir?,O negatif,AB negatif,Rh-sıfır,B negatif,C,"Rh-null kan, dünya çapında 50'den az kişide bulunan en nadir kan türüdür",Hard
267,Math,27 sayısının küp kökü nedir?,3,4,5,9,A,27'nin küp kökü 3'tür çünkü 3³ = 27,Easy
268,Technology,NFT ne anlama geliyor?,Değiştirilemez Token,Yeni Finansal Teknoloji,Ağ Dosya Aktarımı,Finansal Olmayan İşlem,A,"NFT, dijital mülkiyette kullanılan Değiştirilemez Token anlamına gelir",Easy
